backend,model_format,batch_size,threads,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_qps,memory_mb,model_size_mb,source_file
ONNX Runtime,FP32,1,1.0,9.98980299991672,9.90925000041898,11.021739998795963,13.507414001505824,100.10207408577892,0.015625,0.2668104171752929,mobilenet_v2_fp32_bs1_t1_benchmark.csv
ONNX Runtime,INT8,1,1.0,176.09383399991202,172.89709999931802,196.8875350024973,224.2364210000233,5.678790547546938,-0.4921875,3.449039459228516,mobilenet_v2_int8_bs1_t1_benchmark.csv
ONNX Runtime,INT8,1,4.0,105.47973600012484,105.03619999872171,116.02027000044473,124.40179100143725,9.480493959511016,0.01171875,3.449039459228516,mobilenet_v2_int8_bs1_t4_benchmark.csv
ONNX Runtime,FP32,1,1.0,10.756771999986086,10.111499997947249,13.407634999020951,17.313012999075056,92.96469238181244,0.0078125,13.32734489440918,mobilenet_v2_optimized_bs1_t1_benchmark.csv
ONNX Runtime,FP32,1,2.0,6.250179999806278,5.939250000665197,8.519474998865915,9.226238997398468,159.9953921376656,0.01171875,13.32734489440918,mobilenet_v2_optimized_bs1_t2_benchmark.csv
ONNX Runtime,FP32,1,4.0,4.665182000062487,4.721700001027784,5.776599997807352,7.05883399845334,214.35390944803564,0.0078125,13.32734489440918,mobilenet_v2_optimized_bs1_t4_benchmark.csv
PyTorch,FP32,1,,28.40860899999825,28.137799999967683,33.94559000262234,35.988519000820816,35.20059711477114,0.046875,,pytorch_benchmark.csv
PyTorch,FP32,1,,26.11581200020737,25.852450000456884,32.31376999683562,34.00826799890638,38.29097866043988,0.046875,,pytorch_bs1_benchmark.csv
