backend,model_format,batch_size,threads,avg_latency_ms,p50_latency_ms,p95_latency_ms,p99_latency_ms,throughput_qps,memory_mb,model_size_mb
ONNX Runtime,FP32,1,1,9.609789000005549,9.638500000619388,10.708884999166912,11.585308000030636,104.0605574169654,0.015625,13.32734489440918
ONNX Runtime,FP32,1,2,5.525977999805036,5.030349999287864,8.287194999866186,9.316634999122474,180.9634421337329,0.01171875,13.32734489440918
ONNX Runtime,FP32,1,4,4.515885999953753,4.604949999702512,6.11223000114478,6.797660000011092,221.440488092534,0.015625,13.32734489440918
ONNX Runtime,FP32,1,8,4.4589250000535685,3.4464000000298256,7.1882899999764005,20.81275300010025,224.269302575842,0.0078125,13.32734489440918
